,x1[k+1],x2[k+1],x3[k+1],x4[k+1]
0.001,0.3763766858596637,0.007925478586287268,0.5651171268749655,0.48547237860876036
0.002,0.3763673968200213,0.00792653303136237,0.5640468308147468,0.4926777280897209
0.003,0.3763520324222579,0.00792827823044372,0.562993212916008,0.49978054644534775
0.004,0.37633068762594535,0.007930704353198006,0.5619561141326884,0.5067822722525679
0.005,0.3763034564864945,0.00793380170722505,0.5609353774291812,0.513684323961206
0.006,0.37627043216654704,0.007937560736130661,0.5599308477470414,0.5204881001765587
0.006999999999999999,0.3762317069472317,0.007941972017617437,0.5589423719720218,0.5271949799393336
0.008,0.37618737223921084,0.007947026261606222,0.5579697989016602,0.533806323001089
0.009000000000000001,0.3761375185932657,0.0079527143084245,0.5570129792140677,0.5403234700898412
0.01,0.3760822357104714,0.007959027127053429,0.5560717654377738,0.5467477431670693
0.011000000000000001,0.37602161245420973,0.007965955813110815,0.555146011916818,0.5530804457234842
0.012,0.37595573686043926,0.007973491587084488,0.5542355747803496,0.5593228630380347
0.013000000000000001,0.37588469614810216,0.007981625792545896,0.5533403119118712,0.565476262439819
0.013999999999999999,0.3758085767289733,0.00799034989444383,0.5524600829199238,0.5715418935582316
0.015,0.37572746410089636,0.007999655491166432,0.5515947499577464,0.5775209831614522
0.016,0.3756476789237118,0.008008826818070086,0.5529184449525426,0.568796077592533
0.017,0.375575411979694,0.008017161701560657,0.5542230842540059,0.5601950287609155
0.018000000000000002,0.37551055479177897,0.008024672016630941,0.5555088562766907,0.5517160998742965
0.019,0.3754529999498703,0.008031369472377793,0.5567759469480889,0.5433575783400098
0.02,0.3754026411012256,0.008037265613580683,0.5580245397321428,0.5351177755604689
0.021,0.37535937294505123,0.008042371821583289,0.5592548156446512,0.5269950268038534
0.022000000000000002,0.375323091213297,0.008046699317455445,0.5604669533083562,0.5189876907403542
0.023,0.37529369264181545,0.00805025916680098,0.5616611290363575,0.511094148737116
0.024,0.37527107496644097,0.00805306228033962,0.5628375168426208,0.5033128047727897
0.025,0.3752551369059441,0.008055119416714633,0.5639962884908856,0.49564208502574797
0.026000000000000002,0.3752457781580448,0.008056441183248098,0.5651376135073024,0.4880804377634479
0.027000000000000003,0.3752428993988651,0.008057038036135835,0.5662616591832841,0.48062633331398485
0.027999999999999997,0.3752464022506784,0.008056920285644212,0.5673685906666355,0.47327826330373496
0.028999999999999998,0.3752561892720246,0.008056098097827384,0.5684585709910516,0.4660347404056039
0.03,0.3752721639454245,0.008054581496575317,0.5695317611116679,0.4588942980386839
0.031,0.3752942306671696,0.008052380365323197,0.5705883199346894,0.4518554901175764
0.032,0.3753222947409514,0.00804950444824008,0.5716284043374811,0.44491689087822284
0.033,0.3753562623615127,0.008045963352901581,0.5726521692152011,0.4380770944858874
0.034,0.37539604060294635,0.008041766552270298,0.5736597675150683,0.43133471474475665
0.035,0.375441537410428,0.008036923386182997,0.5746513502617657,0.4246883848799525
0.036000000000000004,0.3754926615863603,0.008031443063626105,0.5756270665970552,0.41813675720379745
0.037000000000000005,0.3755493227810249,0.00802533466437633,0.5765870638079444,0.4116785028753007
0.038,0.37561143148356635,0.008018607140592462,0.5775314873539824,0.40531231166680654
0.039,0.37567889900846135,0.008011269319053379,0.5784604809061702,0.39903689163577444
0.04,0.375751637487678,0.008003329902580599,0.5793741863712262,0.39285096891627364
0.040999999999999995,0.37582955986095407,0.007994797471730488,0.5802727439206923,0.38675328747088866
0.042,0.3759125798635473,0.007985680486848874,0.5811562920265411,0.38074260878942606
0.043,0.37600061202212365,0.007975987288957034,0.582024967475805,0.3748177117591815
0.044000000000000004,0.3760935716392338,0.007965726102277521,0.5828789054146511,0.3689773922944636
0.045,0.3761913747835959,0.007954905035925504,0.5837182393774716,0.3632204630886302
0.046,0.37629393828135094,0.00794353208546047,0.5845431013134651,0.35754575338662303
0.047,0.3764011797065927,0.007931615134542186,0.5853536216150932,0.35195210874219507
0.048,0.3765130173775809,0.007919161955767615,0.5861499291318009,0.3464383908953906
0.049,0.3766293703527355,0.007906180211539562,0.5869321511843097,0.34100347764536193
0.05,0.3767501584100297,0.007892677457328417,0.5877004136219687,0.33564626237184225
0.051,0.37687530204443065,0.007878661142332538,0.5884548408333029,0.3303656539385388
0.052000000000000005,0.37700472246047884,0.007864138610839634,0.5891955557691769,0.3251605764936115
0.053,0.3771383415641046,0.007849117103696485,0.5899226799678832,0.32002996925424537
0.054000000000000006,0.37727608194179585,0.007833603761579053,0.590636333612266,0.3149727860269953
0.055,0.37741786686625023,0.007817605624491993,0.5913366355197329,0.30998799528152404
0.055999999999999994,0.37756362028955776,0.007801129633042834,0.592023703163844,0.30507457996388143
0.057,0.377713266833233,0.007784182630164479,0.5926976527038741,0.30023153724398793
0.057999999999999996,0.377866731781219,0.007766771362414164,0.5933585990068306,0.29545787832528136
0.059000000000000004,0.37802394106928144,0.007748902481784702,0.5940066556784966,0.2907526281792008
0.06,0.3781848212736379,0.00773058254762395,0.5946419350963713,0.2861148252637955
0.061,0.37834929961417124,0.007711818026482685,0.5952645484060624,0.2815435215462883
0.062,0.3785173039435355,0.007692615293965585,0.5958746055529975,0.27703778223173836
0.063,0.3786887627403166,0.007672980636005842,0.5964722153039594,0.2725966855762732
0.064,0.3788636051023804,0.0076529202501122925,0.597057485268107,0.26821932270436183
0.065,0.37904176073830315,0.00763244024687663,0.597630521922238,0.26390479738801675
0.066,0.37922315996290645,0.00761154665091981,0.598191430626793,0.25965222590811654
0.067,0.37940773369126957,0.007590245402044775,0.5987403156452166,0.2554607368855263
0.068,0.3795954134321143,0.00756854235647354,0.5992772801646692,0.2513294710998804
0.069,0.37978613128181643,0.007546443287997571,0.5998024263152779,0.24725758132106684
0.07,0.3799798199177428,0.007523953889218368,0.6003158551907982,0.24324423212752455
0.071,0.38017641259121315,0.007501079772837652,0.6008176668700317,0.23928859971729383
0.07200000000000001,0.38037584312428685,0.007477826472427123,0.6013079604298175,0.23538987179522855
0.073,0.38057804590321365,0.007454199443649699,0.6017868339652541,0.23154724739415736
0.07400000000000001,0.3807829558728977,0.007430204065341838,0.6022543846076421,0.22775993671638192
0.075,0.3809905085314765,0.0074058456405787666,0.6027107085421058,0.22402716097769074
0.076,0.38120063992352543,0.007381129397920478,0.6031559010280321,0.22034815222494372
0.077,0.38141328663609436,0.007356060492280126,0.6035900564134796,0.21672215320889715
0.078,0.38162838579393166,0.0073306440058986235,0.6040132681512237,0.21314841724150826
0.079,0.38184587505408757,0.007304884949399878,0.6044256288160305,0.20962620804145735
0.08,0.38206569260102974,0.0072787882627764105,0.6048272301207824,0.2061547995898659
0.081,0.3822877771409135,0.0072523588164845375,0.6052181629343101,0.2027334759699961
0.08199999999999999,0.3825120678953865,0.007225601412599148,0.6055985173001319,0.19936153119824604
0.083,0.38273850460062164,0.0071985207852776735,0.6059683824441044,0.1960382691562146
0.084,0.38296702750134093,0.007171121601882394,0.6063278467925527,0.19276300342646852
0.085,0.38319757734631077,0.007143408463907012,0.6066769979872282,0.18953505715695723
0.086,0.38343009538405215,0.007115385907873153,0.6070159228997393,0.18635376292983657
0.087,0.38366452335865836,0.007087058406210879,0.6073447076456825,0.18321846263264513
0.08800000000000001,0.38390080350572064,0.0070584303681231995,0.6076634375984729,0.18012850733183172
0.08900000000000001,0.3841388785445658,0.007029506140932571,0.6079721974108869,0.1770832570757711
