,x1[k+1],x2[k+1],x3[k+1],x4[k+1]
0.001,0.3763766858596637,0.007925478586287268,0.5651171268749655,0.48547237860876036
0.002,0.3763673968200213,0.00792653303136237,0.5640468308147468,0.4926777280897209
0.003,0.3763520324222579,0.00792827823044372,0.562993212916008,0.49978054644534775
0.004,0.37633068762594535,0.007930704353198006,0.5619561141326884,0.5067822722525679
0.005,0.3763034564864945,0.00793380170722505,0.5609353774291812,0.513684323961206
0.006,0.37627043216654704,0.007937560736130661,0.5599308477470414,0.5204881001765587
0.006999999999999999,0.3762317069472317,0.007941972017617437,0.5589423719720218,0.5271949799393336
0.008,0.37618737223921084,0.007947026261606222,0.5579697989016602,0.533806323001089
0.009000000000000001,0.3761375185932657,0.0079527143084245,0.5570129792140677,0.5403234700898412
0.01,0.3760822357104714,0.007959027127053429,0.5560717654377738,0.5467477431670693
0.011000000000000001,0.37602161245420973,0.007965955813110815,0.555146011916818,0.5530804457234842
0.012,0.37595573686043926,0.007973491587084488,0.5542355747803496,0.5593228630380347
0.013000000000000001,0.37588469614810216,0.007981625792545896,0.5533403119118712,0.565476262439819
0.013999999999999999,0.3758085767285709,0.007990349894501873,0.5524600829209683,0.57154189354971
0.015,0.3757274642110084,0.007999655478334698,0.5515947491256228,0.577520988435607
0.016,0.3756414434175236,0.008009534247331642,0.5507441735091525,0.5834147619747773
0.017,0.37555059839130206,0.008019978021225924,0.5499082206953454,0.5892244120677029
0.018000000000000002,0.3754550124051523,0.00803097873467762,0.549086756922515,0.5949511198607468
0.019,0.37535476797064,0.008042528435670826,0.5482796500160505,0.600596049981109
0.02,0.3752499468505261,0.008054619283445181,0.547486769352615,0.6061603508401442
0.021,0.3751406300636722,0.00806724354749072,0.5467079858434244,0.611645154780576
0.022000000000000002,0.37502689789355037,0.008080393606034762,0.5459431719084155,0.6170515782982803
0.023,0.37490882989713586,0.008094061944475312,0.5451922014494546,0.6223807222719242
0.024,0.374786504913113,0.008108241153911825,0.5444549498252982,0.627633672178306
0.025,0.3746600010749335,0.008122923928989095,0.5437312938143175,0.6328114984085115
0.026000000000000002,0.37452939581516653,0.008138103066975084,0.5430211115992206,0.6379152564029578
0.027000000000000003,0.3743947658719302,0.008153771466544267,0.5423242827465322,0.6429459868296614
0.027999999999999997,0.37425618729800797,0.008169922126181282,0.5416406881793107,0.6479047158182286
0.028999999999999998,0.37411373546842647,0.00818654814280282,0.5409702101537618,0.6527924551618168
0.03,0.37396748508923683,0.008203642710215326,0.5403127322330841,0.6576102025431515
0.031,0.3738175102044428,0.008221199117828433,0.539668139265688,0.6623589417230552
0.032,0.37366388420220176,0.008239210749469525,0.5390363173651586,0.6670396427141523
0.033,0.37350667982249647,0.008257671081997181,0.5384171538868227,0.6716532619840399
0.034,0.37334596916407276,0.008276573684016714,0.537810537406077,0.676200742643491
0.035,0.37318182369213904,0.008295912214492999,0.5372163576950538,0.6806830146496883
0.036000000000000004,0.37301431424545134,0.008315680421448464,0.5366345057007293,0.6851009949969783
0.037000000000000005,0.3728435110414409,0.008335872140929198,0.5360648735274939,0.6894555878683553
0.038,0.3726694836833708,0.00835648129569571,0.5355073544152094,0.693747684827257
0.039,0.37249230116668863,0.008377501894024498,0.5349618427191328,0.6979781649931251
0.04,0.3723120318857697,0.008398928028458442,0.534428233889049,0.7021478952244419
0.040999999999999995,0.3721287436409307,0.008420753874521998,0.5339064244478722,0.7062577303069117
0.042,0.37194250364277953,0.0084429736897977,0.5333963119761526,0.7103085130887522
0.043,0.3717533785188318,0.008465581812697909,0.5328977950916777,0.7143010746605721
0.044000000000000004,0.3715614343193004,0.008488572661349813,0.5324107734309508,0.7182362345186721
0.045,0.3713667365232934,0.008511940732427281,0.5319351476298569,0.722114800736104
0.046,0.3711693500458952,0.008535680599866414,0.5314708193024955,0.7259375701507382
0.047,0.3709693392409396,0.008559786914158513,0.5310176910293628,0.7297053284688328
0.048,0.3707667679073144,0.008584254401172626,0.5305756663379944,0.7334188504374215
0.049,0.37056169929437527,0.008609077861098748,0.5301446496855955,0.7370788999990394
0.05,0.3703541961071096,0.008634252167426108,0.5297245464422787,0.7406862304413013
0.051,0.3701443205111923,0.008659772265937508,0.5293152628746027,0.7442415845441206
0.052000000000000005,0.3699321341379351,0.00868563317371941,0.5289167061294078,0.7477456947246129
0.053,0.36971769809060606,0.008711829977991916,0.5285287842147869,0.7511992832083447
0.054000000000000006,0.36950107295234547,0.008738357834728379,0.528151405977706,0.7546030622313492
0.055,0.3692823187846711,0.008765211968526289,0.5277844811018534,0.7579577340590415
0.055999999999999994,0.3690614951345896,0.008792387671337163,0.5274279200871215,0.7612639911720755
0.057,0.36883866103951757,0.0088198803014888,0.52708163423385,0.7645225164094144
0.057999999999999996,0.3686138750319001,0.008847685282749563,0.5267455356277879,0.7677339831052344
0.059000000000000004,0.36838719514376317,0.008875798103402962,0.5264195371252625,0.7708990552243159
0.06,0.3681586789112053,0.00890421431533207,0.5261035523385508,0.7740183874959817
0.061,0.3679283833774597,0.008932929533304216,0.5257974956245063,0.7770926255187227
0.062,0.3676963650951921,0.008961939434363462,0.525501282074956,0.7801224058490436
0.063,0.36746268013548583,0.008991239756293127,0.5252148274922241,0.7831083562263532
0.064,0.36722738409001077,0.009020826297028847,0.5249380483799445,0.786051095658778
0.065,0.3669905320749549,0.009050694913827532,0.5246708619300017,0.7889512345446729
0.066,0.36675217873501975,0.009080841522428803,0.5244131860093925,0.7918093747952272
0.067,0.3665123782473593,0.00911126209622565,0.5241649391472782,0.7946261099557067
0.068,0.3662711843254657,0.009141952665443995,0.5239260405222226,0.7974020253253816
0.069,0.3660286502210987,0.009172909316592055,0.5236964099537331,0.8001376980379896
0.07,0.36578482872617507,0.009204128191916934,0.5234759678939618,0.8028336971411283
0.071,0.3655397721817206,0.009235605487893461,0.5232646354041685,0.8054905838171618
0.07200000000000001,0.36529353247901186,0.00926733745478648,0.5230623341481792,0.8081089114471297
0.073,0.36504616106292864,0.009299320395911153,0.5228689863811182,0.8106892257188161
0.07400000000000001,0.3647977089353356,0.009331550666891062,0.5226845149381499,0.813232064735119
0.075,0.36454822665840464,0.009364024674925862,0.522508843223415,0.8157379591210183
0.076,0.36429776435788197,0.009396738878068259,0.5223418951991567,0.8182074321291672
0.077,0.36404637172562737,0.00942968978460482,0.522183595376383,0.820640999730324
0.078,0.36379409802239565,0.009462873952404157,0.5220338688051207,0.8230391707085322
0.079,0.36354099208240503,0.009496287988014919,0.5218926410611646,0.8254024467927649
0.08,0.36328710231562117,0.009529928546086959,0.5217598382374833,0.8277313227414311
0.081,0.3630324767106891,0.009563792328702737,0.5216353869344019,0.8300262864399554
0.08199999999999999,0.3627771628378256,0.00959787608471584,0.5215192142499413,0.8322878189973048
0.083,0.36252120785166,0.009632176609098254,0.5214112477703358,0.8345163948412273
0.084,0.3622646584940255,0.00966669074229622,0.5213114155607279,0.8367124818122227
0.085,0.36200756109623294,0.009701415369661986,0.5212196461569354,0.838876541246447
0.086,0.361749961581675,0.009736347420839425,0.5211358685566638,0.841009028065319
0.087,0.36149190546926097,0.009771483869031473,0.521060012209202,0.8431103908823185
0.08800000000000001,0.36123343787556755,0.009806821730453944,0.5209920070076623,0.8451810720826299
0.08900000000000001,0.36097460351735877,0.009842358063737788,0.5209317832805922,0.8472215079102813
