,x1[k+1],x2[k+1],x3[k+1],x4[k+1]
0.001,1.0,0.007925137320344425,0.5652182896984479,0.47842033660061406
0.002,0.9999915429517424,0.007925174427031589,0.5642340135728516,0.47867368570557073
0.003,0.9999774595579289,0.007925235807775453,0.5632513548810436,0.4789231607363995
0.004,0.999957758834958,0.007925321092582512,0.5622702353740846,0.4791688348254389
0.005,0.9999324493677823,0.007925429917901424,0.561290577052475,0.47941078012412364
0.006,0.9999015392930025,0.007925561927147407,0.5603123022771775,0.4796490676993003
0.006999999999999999,0.9998650362969085,0.00792571677065662,0.5593353337662699,0.4798837675405902
0.008,0.9998229476368287,0.007925894105281339,0.5583595945730484,0.4801149486236613
0.009000000000000001,0.9997752801263651,0.007926093594555124,0.5573850080937205,0.48034267888474225
0.01,0.9997220401426399,0.007926314908480128,0.5564114980549455,0.480567025254115
0.011000000000000001,0.9996632336285093,0.007926557723412811,0.5554389885067366,0.4807880536742181
0.012,0.9995988660901048,0.007926821722191318,0.5544674038304107,0.48100582907946077
0.013000000000000001,0.9995289426003124,0.007927106593956791,0.5534966687275579,0.481220415424509
0.013999999999999999,0.9994534678019167,0.007927412033990193,0.5525267082098144,0.4814318757101592
0.015,0.9993724459133847,0.007927737743406988,0.5515574475793241,0.48164027203185555
0.016,0.9992858807266262,0.007928083429283002,0.5505888124373981,0.48184566555952973
0.017,0.9991937756105129,0.00792844880447067,0.5496207286729259,0.48204811656675534
0.018000000000000002,0.9990961335122557,0.007928833587524818,0.5486531224574954,0.4822476844425771
0.019,0.9989929569495148,0.00792923750308473,0.5476859202671532,0.4824444276315044
0.02,0.9988842480228597,0.007929660281256589,0.5467190488460333,0.48263840373081673
0.021,0.9987700084164066,0.007930101657576542,0.5457524352037502,0.4828296694964975
0.022000000000000002,0.998650239398153,0.007930561372988275,0.5447860066136067,0.4830182808468898
0.023,0.9985249418182762,0.007931039173908756,0.5438196906154087,0.4832042928526174
0.024,0.9983941161135467,0.007931534812015174,0.5428534150030278,0.4833877597701245
0.025,0.9982577623093669,0.007932048044140067,0.5418871078178812,0.4835687350582919
0.026000000000000002,0.9981158800206557,0.007932578632219167,0.5409206973452972,0.4837472713868005
0.027000000000000003,0.9979684684514833,0.007933126343287897,0.5399541121134641,0.48392342063690774
0.027999999999999997,0.9978155263975355,0.007933690949360967,0.538987280886095,0.4840972339204812
0.028999999999999998,0.997657052248505,0.007934272227314739,0.5380201326552441,0.48426876159860116
0.03,0.9974930439887634,0.007934869958841,0.5370525966379968,0.4844380532889997
0.031,0.9973234991982975,0.007935483930389897,0.5360846022726475,0.48460515787517255
0.032,0.9971484150522859,0.007936113933169552,0.5351160792181926,0.4847701235065664
0.033,0.9969677883256663,0.00793675976293743,0.5341469573416374,0.4849329976315595
0.034,0.996781615393076,0.00793742121998482,0.5331771667166056,0.4850938270000315
0.035,0.996589892228636,0.007938098109126861,0.5322066376227662,0.48525265766493214
0.036000000000000004,0.9963926144065356,0.007938790239659703,0.531235300543086,0.48540953498908856
0.037000000000000005,0.9961897771058155,0.00793949742514484,0.5302630861496632,0.48556450367957277
0.038,0.9959813751098944,0.007940219483409809,0.5292899253038342,0.48571760778757433
0.039,0.9957674028077178,0.007940956236482147,0.5283157490518653,0.48586889071891604
0.04,0.9955478541948999,0.007941707510523683,0.5273404886206585,0.4860183952445176
0.040999999999999995,0.9953227228748277,0.007942473135766315,0.5263640754135448,0.4861661635106293
0.042,0.9950920020588151,0.007943252946487163,0.5253864410092003,0.4863122370426435
0.043,0.9948556845627545,0.007944046781128299,0.5244075171720988,0.4864566567253384
0.044000000000000004,0.9946137628147657,0.007944854481962266,0.5234272358265938,0.4865994628572142
0.045,0.9943662288542054,0.007945675895114527,0.5224455290595301,0.4867406951466161
0.046,0.9941130743318739,0.00794651087053638,0.5214623291188605,0.48688039271594663
0.047,0.9938542905107357,0.007947359261956721,0.5204775684105427,0.48701859410933485
0.048,0.993589868266594,0.007948220926835704,0.5194911794955558,0.4871553373000061
0.049,0.9933197980889215,0.007949095726312081,0.5185030950867054,0.487290659698601
0.05,0.9930440700888957,0.007949983524856869,0.5175132480335093,0.48742459820636036
0.051,0.9927626739934667,0.00795088419049652,0.516521571330324,0.4875571891812769
0.052000000000000005,0.9924755991439422,0.007951797594851755,0.5155279981170077,0.4876884684324048
0.053,0.9921828344992553,0.007952723612985806,0.5145324616718631,0.48781847124327776
0.054000000000000006,0.9918843686366485,0.007953662123357833,0.5135348954089088,0.48794723237924315
0.055,0.9915801897523328,0.007954613007777575,0.5125352328752453,0.4880747860945988
0.055999999999999994,0.9912702856621131,0.007955576151361204,0.5115334077485126,0.4882011661395334
0.057,0.9909546438043731,0.00795655144239801,0.5105293538322275,0.48832640578029457
0.057999999999999996,0.9906332512419411,0.007957538772259614,0.5095230050522265,0.4884505378130231
0.059000000000000004,0.9903060946573543,0.00795853803555938,0.5085142954593027,0.4885735945404095
0.06,0.9899731603560745,0.007959549130010762,0.5075031592245309,0.48869560779304944
0.061,0.9896344342671742,0.007960571956381432,0.5064895306370003,0.4888166089365581
0.062,0.9892899019439627,0.00796160641845003,0.5054733441016775,0.48893662887827644
0.063,0.9889395485645884,0.007962652422963776,0.5044545341373542,0.4890556980738329
0.064,0.9885833589329707,0.007963709879587813,0.5034330353753157,0.4891738465346923
0.065,0.9882213174810974,0.007964778700819096,0.5024087825606303,0.4892911038400527
0.066,0.9878534082669734,0.007965858802014688,0.5013817105455951,0.48940749913454373
0.067,0.9874796149758914,0.007966950101333251,0.5003517542893906,0.4895230611366356
0.068,0.9870999209212287,0.007968052519689326,0.49931884885698136,0.48963781814542123
0.069,0.986714309045002,0.007969165980714305,0.4982829294176982,0.4897517980465348
0.07,0.9863227619184072,0.007970290410718173,0.4972439312439099,0.4898650283179372
0.071,0.9859252617423907,0.00797142573865079,0.4962017897098842,0.48997753603571664
0.07200000000000001,0.9855217903501395,0.00797257189601659,0.49515644029452466,0.49008934788548925
0.073,0.9851123292058882,0.00797372881687989,0.4941078185770183,0.49020049016279
0.07400000000000001,0.9846968594048405,0.007974896437843219,0.49305586023478903,0.4903109887766874
0.075,0.9842753616743972,0.007976074697994074,0.4920005010441313,0.4904208692571846
0.076,0.9838478163746766,0.00797726353886935,0.49094167687958,0.49053015676043665
0.077,0.983414203499022,0.007978462904420452,0.489879323713381,0.49063887607385
0.078,0.9829745026745007,0.00797967274097902,0.4888133776150625,0.4907470516210622
0.079,0.982528693163455,0.007980892997205518,0.48774377475402764,0.4908547074685675
0.08,0.9820767538646156,0.007982123624045578,0.4866704514010806,0.4909618673315178
0.081,0.9816186633111279,0.007983364574738503,0.4855933439216097,0.4910685545743069
0.08199999999999999,0.9811543996722389,0.007984615804764963,0.4845123887789451,0.491174792217119
0.083,0.9806839407538331,0.00798587727181439,0.48342752253469656,0.4912806029404733
0.084,0.9802072639989399,0.00798714893575335,0.4823386818491353,0.4913860090896174
0.085,0.9797243464882325,0.007988430758594494,0.4812458034816898,0.4914910326788081
0.086,0.9792351649411648,0.007989722704456232,0.480148824293283,0.49159569539643005
0.087,0.9787396957195381,0.007991024739485587,0.4790476812553255,0.4917000186135904
0.08800000000000001,0.9782379148227393,0.00799233683190923,0.47794231143647714,0.49180402338034845
0.08900000000000001,0.9777297978897652,0.007993658951980915,0.4768326520077649,0.4919077304318389
0.09,0.9772153202002103,0.007994991071945335,0.47571864024504024,0.49201116019276203
0.091,0.9766944566747818,0.00799633316600965,0.4746002135303042,0.4921143327810807
0.092,0.9761671818758121,0.007997685210315564,0.47347730935315324,0.492217268011609
0.09300000000000001,0.9756334700077646,0.007999047182911926,0.47234986531234324,0.49231998539949323
0.094,0.9750932949177384,0.008000419063727882,0.4712178191174731,0.4924225041635851
0.095,0.9745466300959719,0.00800180083454648,0.4700811085908047,0.492524843229714
0.096,0.9739934486835428,0.008003192478878506,0.4689396716894132,0.4926270212427933
0.09699999999999999,0.9734337234689562,0.008004593981991602,0.4677934464962747,0.4927290565650234
0.098,0.9728674268818585,0.008006005330979934,0.4666423712034174,0.49283096727042336
0.099,0.9722945309984111,0.008007426514671843,0.4654863841279375,0.4929327711537405
0.1,0.9717150075419232,0.008008857523604078,0.464325423714834,0.4930344857333689
0.10099999999999999,0.9711288278834856,0.00801029834999646,0.46315942853998204,0.49313612825416797
0.102,0.9705359630426086,0.008011748987726974,0.4619883373132469,0.49323771569018254
0.10300000000000001,0.9699363836878624,0.00801320943230732,0.4608120888817364,0.49333926474726353
0.10400000000000001,0.9693300601375199,0.008014679680858882,0.45963062223319306,0.4934407918655901
0.105,0.9687169623622914,0.008016159732067398,0.45844387650570356,0.4935423132235593
0.106,0.9680970599949844,0.008017649586066017,0.4572517910180159,0.49364384474643763
0.107,0.9674703223153526,0.008019149244577103,0.4560543052266187,0.4937454020974889
0.10800000000000001,0.9668367182556922,0.008020658710838532,0.4548513587443038,0.4938470006835694
0.109,0.966196216402954,0.008022177989566708,0.4536428913485595,0.4939486556581774
0.11,0.9655487849995823,0.008023707086933328,0.45242884298632696,0.49405038192350587
0.111,0.9648943919443643,0.008025246010542478,0.45120915377891924,0.49415219413240224
0.11199999999999999,0.9642330047932894,0.008026794769408117,0.4499837640271047,0.49425410669023473
0.113,0.963564590760422,0.00802835337393188,0.4487526142163525,0.4943561337566654
0.114,0.9628891167188031,0.008029921835881084,0.44751564502230834,0.4944582892473393
0.115,0.9622065492113112,0.008031500168279897,0.4462727973468055,0.49456058683988324
0.11599999999999999,0.9615168544454274,0.008033088385442028,0.4450240123048548,0.49466303997268135
0.11699999999999999,0.96081999828592,0.008034686503022094,0.4437692312054067,0.4947656618426307
0.11800000000000001,0.9601159462620686,0.008036294537940015,0.44250839557665017,0.4948684654092364
0.11900000000000001,0.9594046635688078,0.008037912508359146,0.44124144717287306,0.4949714633959162
0.12,0.958686115067893,0.00803954043366468,0.4399683279815153,0.4950746682912165
0.121,0.957960265289085,0.008041178334442305,0.4386889802304155,0.4951780923499396
0.122,0.9572270784313567,0.008042826232457162,0.4374033463952497,0.4952817475941809
0.12300000000000001,0.9564865183641197,0.00804448415063304,0.4361113692071634,0.4953856458142782
0.124,0.9557385486316474,0.008046152113009356,0.434812991670277,0.4954897985703253
0.125,0.9549831324666973,0.008047830144633372,0.4335081571073541,0.4955942171954873
0.126,0.9542202327694235,0.008049518271698756,0.432196809099817,0.4956989127920735
0.127,0.9534498121160203,0.008051216521473902,0.430878891518508,0.4958038962336408
0.128,0.9526718327619574,0.008052924922268988,0.4295543485380878,0.49590917816588936
0.129,0.9518862566435805,0.008054643503415034,0.4282231246465917,0.4960147690071287
0.13,0.9510930453797449,0.008056372295243131,0.42688516465521276,0.49612067894865775
0.131,0.9502921602734825,0.008058111329063878,0.4255404137083133,0.4962269179550571
0.132,0.9494835623136973,0.008059860637146985,0.424188817293664,0.4963334957643953
0.133,0.9486672121769553,0.008061620252700753,0.4228303212530817,0.49644042188835114
0.134,0.9478430702435422,0.008063390209768453,0.4214648718360615,0.4965477056128428
0.135,0.9470110965894778,0.008065170543265715,0.4200924156813288,0.49665535599756594
0.136,0.9461712509780087,0.008066961289021297,0.4187128997969574,0.49676338187542124
0.13699999999999998,0.9453234928698938,0.008068762483708374,0.41732627159706087,0.49687179185263924
0.138,0.9444677814255852,0.008070574164823591,0.4159324789142647,0.4969805943084782
0.139,0.9436040755074501,0.008072396370666243,0.4145314700124469,0.49708979739483605
0.14,0.9427323336820418,0.008074229140317553,0.41312319359974636,0.49719940903577564
0.141,0.9418525142224141,0.008076072513620063,0.41170759884183833,0.4973094369269651
0.142,0.9409645751104807,0.008077926531157145,0.4102846353754791,0.49741988853503055
0.14300000000000002,0.9400684740426698,0.008079791234216245,0.40885425333168773,0.4975307710966876
0.14400000000000002,0.9391641684555853,0.008081666664651613,0.407416403416793,0.49764209161695094
0.145,0.9382516154858335,0.008083552865079219,0.405971036803672,0.4977538568700153
0.146,0.9373307719926066,0.008085449878755677,0.40451810520419024,0.49786607339742556
0.147,0.9364015945596584,0.0080873577495614,0.4030575608823191,0.49797874750702487
0.14800000000000002,0.9354640394983184,0.008089276521978831,0.4015893566703891,0.49809188527177517
0.149,0.9345180628505578,0.008091206241070773,0.4001134459856296,0.49820549252849144
0.15,0.9335636203921095,0.00809314695245879,0.3986297828469971,0.4983195748764894
0.151,0.932600667635641,0.008095098702301663,0.39713832189229964,0.49843413767614636
0.152,0.9316291598341159,0.008097061537273338,0.39563901839597326,0.4985491860473643
0.153,0.9306490520045633,0.008099035504452259,0.3941318283421589,0.49866472486609326
0.154,0.9296602989157716,0.008101020651368172,0.3926167084004314,0.49878075876405753
0.155,0.9286628550790686,0.008103017026035782,0.3910936159100285,0.4988972921281191
0.156,0.9276566747632957,0.008105024676883288,0.38956250892959665,0.4990143290973584
0.157,0.9266417119988377,0.00810704365272892,0.38802334625751883,0.4991318735610696
0.158,0.9256179205817563,0.008109074002757295,0.38647608745266615,0.4992499291566663
0.159,0.9245852540780284,0.008111115776495615,0.38492069285558755,0.49936849926749577
0.16,0.9235436658278938,0.008113169023789687,0.38335712361014,0.49948758702056345
0.161,0.9224931089503151,0.008115233794779748,0.3817853416855719,0.49960719528416536
0.162,0.9214335363475499,0.008117310139876075,0.3802053098990642,0.4997273266654306
0.163,0.9203649007105243,0.008119398109732045,0.3786169919402737,0.4998479835077011
0.16399999999999998,0.9192871545427004,0.008121497755153993,0.3770203524376599,0.4999691678859106
0.165,0.9182002501439566,0.008123609127148258,0.3754153569351245,0.5000908816060403
0.166,0.9171041396131101,0.008125732276904517,0.37380197191076214,0.5002131262025584
0.16699999999999998,0.9159987748601628,0.008127867255745968,0.3721801648176931,0.5003359029347705
0.168,0.9148841076120339,0.008130014115101999,0.3705499041104529,0.5004592127837686
0.16899999999999998,0.9137600894184539,0.008132172906480448,0.36891115927196483,0.5005830564492851
0.17,0.9126266716580271,0.00813434368143945,0.3672639008411078,0.500707434346451
0.171,0.9114838055444701,0.008136526491558837,0.3656081004408874,0.5008323466024571
0.172,0.9103314421330205,0.008138721388411064,0.363943730807222,0.5009577930531203
0.17300000000000001,0.9091695323270325,0.008140928423531682,0.3622707658183532,0.501083773239352
0.174,0.9079980268837359,0.008143147648397119,0.3605891805199633,0.5012102864037169
0.175,0.9068168764101128,0.008145379114479474,0.35889895110200487,0.5013373314887329
0.17600000000000002,0.905626031385335,0.008147622873097848,0.3572000550042784,0.5014649071302574
0.177,0.9044254421659224,0.008149878975403613,0.35549247093778696,0.5015930116539663
0.17800000000000002,0.903215058990444,0.008152147472370173,0.35377617890358914,0.5017216430718583
0.179,0.9019948319870361,0.008154428414762034,0.35205116022502464,0.5018507990781803
0.18,0.9007647111811093,0.00815672185310342,0.35031739758055186,0.5019804770452593
0.18100000000000002,0.8995246465032495,0.008159027837646405,0.3485748750372065,0.5021106740192383
0.182,0.8982745877973131,0.008161346418338575,0.34682357808468794,0.502241386715716
0.183,0.8970144848287258,0.008163677644790182,0.3450634936700797,0.5023726115152916
0.184,0.8957442872929808,0.008166021566240775,0.3432946102332141,0.5025043444590115
0.185,0.894463944823193,0.008168378231535735,0.34151691773392845,0.5026365812445439
0.18600000000000003,0.8931734069930154,0.008170747689146081,0.3397304076431448,0.5027693172257077
0.187,0.8918726233358147,0.00817312998704268,0.33793507305656534,0.502902547400472
0.188,0.8905615433511029,0.008175525172687053,0.3361309087105434,0.5030362664080928
0.18899999999999997,0.8892401165130005,0.008177933293005205,0.33431791101240704,0.5031704685248632
0.19,0.8879082922798824,0.008180354394352213,0.3324960780787652,0.5033051476590807
0.191,0.8865660201042402,0.008182788522476291,0.33066540977443104,0.5034402973459258
0.192,0.8852132494427617,0.008185235722482339,0.3288259077519682,0.5035759107422494
0.193,0.883849929766634,0.008187696038794974,0.3269775754918638,0.5037119806212714
0.19399999999999998,0.8824760105720703,0.008190169515121021,0.32512041834333316,0.5038484993671889
0.195,0.881091441391064,0.008192656194411445,0.32325444356576355,0.5039854589696944
0.196,0.879696171803063,0.008195156118828685,0.32137966035777377,0.5041228510209828
0.19699999999999998,0.878290151447911,0.00819766932972234,0.31949607986733924,0.5042606667165463
0.198,0.8768733300336327,0.008200195867557733,0.31760371530464204,0.5043988968356711
0.19899999999999998,0.8754456573495641,0.008202735771887975,0.31570258195894013,0.5045375317409762
0.2,0.8740070832785245,0.008205289081315051,0.31379269723882053,0.5046765613733657
0.201,0.8725575578090522,0.008207855833448728,0.3118740807165939,0.5048159752462019
